url,term_index,title_page,content
https://www.99.co/singapore/glossary/understanding-home-equity-loan-in-singapore/,Home equity loan in Singapore,Home equity loan in Singapore,"[PARAGRAPH] If you own a private property in Singapore, you might have the option to tap into its value through a home equity loan. This type of loan allows you to borrow money using your property as collateral, giving you access to a significant sum based on your home’s current market value. What’s even more convenient is that you can apply for this loan even if you are still paying off your existing mortgage.
[PARAGRAPH] But is leveraging your home’s equity a good idea? While this financing option can be useful in certain situations, it’s important to understand how it works before deciding if it’s the right fit for your financial needs.
[HEADING-H2] What are Home Equity Loans in Singapore?
[PARAGRAPH] Home equity loans go by different names, such as cash-out refinancing or property equity financing, but they all function in a similar way. Essentially, they allow homeowners to borrow against the portion of their home they own outright. However, there’s a catch – you must use your property as collateral, meaning the lender has the right to repossess it if you fail to repay the loan.
[PARAGRAPH] Since the loan amount is based on your accumulated equity, the more your property has appreciated in value, the more you may be able to borrow.
[HEADING-H2] What are the eligibility and restrictions for Home Equity Loans in Singapore?
[PARAGRAPH] Not all properties qualify for home equity loans. If you own an HDB flat, this financing option isn’t available to you. Home equity loans are strictly for private property owners.
[PARAGRAPH] Additionally, banks tend to be more willing to approve these loans for fully paid properties, as they carry lower risk. If you still have an outstanding mortgage, your eligibility and loan amount will depend on how much equity you’ve built up over time.
[HEADING-H2] What is the Home Equity Loan amount and limits?
[PARAGRAPH] While it may seem like you can borrow against the full value of your home, that’s not the case. The maximum loan amount is determined after deducting any outstanding mortgage and CPF funds used for the property’s purchase.
[PARAGRAPH] In general, banks follow a loan-to-value (LTV) ratio, which is usually capped at 75% of your remaining equity. Additionally, borrowers must meet regulatory limits like the Total Debt Servicing Ratio (TDSR), which ensures they don’t take on more debt than they can afford.
[HEADING-H2] What are the costs and time involved to get a Home Equity Loan in Singapore?
[PARAGRAPH] Applying for a home equity loan isn’t an instant process. One of the first steps involves getting your property professionally valued, which can cost a few thousand dollars.
[PARAGRAPH] After that, you’ll need to wait for the bank’s approval. This entire process can take up to two months, so it’s not the best option if you need funds urgently.
[HEADING-H2] Considerations before taking a Home Equity Loan
[PARAGRAPH] Before applying for a home equity loan, here are a few key factors to think about:
[HEADING-H2] What is the application process for Home Equity Loans in Singapore?"
https://www.99.co/singapore/glossary/cluster-housing/,Cluster housing,Cluster housing,"[HEADING-H2] What is cluster housing?
[PARAGRAPH] In Singapore, a cluster house is a type of housing that combines elements of different housing schemes. It consists of homes that are uniform in size, design, and area.
[PARAGRAPH] Comparable to condos, cluster homes are often located within gated communities and are inhabited by residents seeking convenience, security, and seclusion. These communities also offer exclusive amenities and facilities like swimming pools, gyms, and parking spaces.
[PARAGRAPH] Cluster housing typically features two to three floors and can be terrace houses, semi-detached houses, or bungalows.
[HEADING-H2] Condominium vs cluster housing – What’s the difference?
[PARAGRAPH] Although condos and cluster homes are designed for a community of homeowners and residents, they are entirely different.
[PARAGRAPH] Condos are usually situated in tall buildings or towers, while cluster homes are constructed to resemble landed properties, providing residents with greater privacy and living space.
[HEADING-H2] Townhouse vs cluster housing – What’s the difference?
[PARAGRAPH] Townhouse properties are typically linked by shared walls, connecting all neighbours.
[PARAGRAPH] In contrast, cluster house properties are constructed and arranged to provide each resident with a plot of land and personal living space, offering greater privacy.
[HEADING-H2] Salient features of cluster housing
[PARAGRAPH] One of the main features of a cluster house property is its high potential for financial gain.
[PARAGRAPH] According to a 2015 report by SLP International, the capital values of cluster homes have risen faster than those of conventional landed properties.
[PARAGRAPH] In addition, cluster homes have been found to generate substantial rental income similar to that of landed homes. Investing in a cluster home can offer owners significant financial returns when renting or selling the property.
[PARAGRAPH] Cluster house properties provide residents with the advantages of both landed properties and condominiums, including 24/7 security and access to communal facilities.
[PARAGRAPH] These homes are designed to resemble landed properties, providing residents with a private living space while offering access to modern condominium amenities. This allows residents to enjoy the best of both worlds at a more affordable price than owning all these features in a single living space.
[PARAGRAPH] Cluster houses have lower maintenance costs since a developer manages all maintenance and upkeep duties, including repairing and renovating communal facilities like swimming pools, gyms, and parking spaces.
[PARAGRAPH] The developer is also responsible for repainting the cluster house’s exterior and repairing any damages to the property’s exterior.
[HEADING-H2] Looking to buy a cluster home or strata landed house? Check out our listings here."
https://www.99.co/singapore/glossary/staggered-downpayment-scheme/,Staggered Downpayment Scheme,Staggered Downpayment Scheme,"[HEADING-H2] What is the Staggered Downpayment Scheme?
[PARAGRAPH] HDB’s Staggered Downpayment Scheme is a payment arrangement that allows individuals to split their downpayment into two installments when purchasing a property.
[PARAGRAPH] Through this scheme, a portion of the downpayment is made upon signing the Agreement for Lease, which signifies the commitment to purchase the property. The remaining balance of the downpayment is paid at the key collection when the buyer takes possession of the property.
[PARAGRAPH] This scheme offers flexibility and helps reduce financial burdens by allowing homebuyers to manage their cash flow more effectively throughout the property acquisition process.
[HEADING-H2] What are the eligibility requirements for the Staggered Downpayment Scheme?
[PARAGRAPH] The Staggered Downpayment Scheme applies to two categories of flat buyers:
[LIST-ITEM] They must have booked an uncompleted flat with 5 rooms or a smaller size through any of HDB’s sales exercises.
[LIST-ITEM] Both applicants must be first-timers, or the couple must consist of a first-timer and a second-timer applicant.
[LIST-ITEM] The flat application must have been submitted on or before the younger applicant’s 30th birthday.
[PARAGRAPH] Flat owners can qualify for the Staggered Downpayment Scheme if they meet the following conditions:
[LIST-ITEM] They have booked an uncompleted 3-room or smaller flat in a non-mature estate through any HDB sales exercises.
[LIST-ITEM] They have not sold or finalised the sale of their existing flat at the time of their new flat application.
[HEADING-H2] Additional Reading"
https://www.99.co/singapore/glossary/basic-retirement-sum-brs/,Basic Retirement Sum (BRS),Basic Retirement Sum (BRS),"[HEADING-H2] What is the Basic Retirement Sum (BRS)?
[PARAGRAPH] The Basic Retirement Sum (BRS) represents the monthly payouts during retirement that cover essential living expenses.
[PARAGRAPH] The BRS is one of three tiers within the CPF Retirement Sum framework, with the other two being the Enhanced Retirement Sum (ERS) and the Full Retirement Sum (FRS). The BRS is the lowest tier compared to others, designed to provide a baseline level of financial security.
[PARAGRAPH] When individuals turn 55, their CPF savings up to the BRS are set aside in their Retirement Account (RA). These savings are then utilised to generate monthly payouts through the CPF LIFE (Lifelong Income for the Elderly) scheme, starting at 65 or a chosen later age.
[PARAGRAPH] If your CPF balance meets the BRS requirement at the age of 55 and you do not own any property, you can withdraw S$5,000 monthly.
[PARAGRAPH] However, if an individual owns a property with sufficient lease remaining until the age of 95 or older, they have the flexibility to meet their BRS using a combination of property and cash. This enables them to withdraw a portion of their RA savings to the BRS using their property. Individuals can access a larger amount for withdrawal from their CPF accounts by opting to pledge their property.
[PARAGRAPH] By adhering to the BRS, CPF guarantees that future retirees will get adequate monthly payouts to cover all their essential needs and maintain financial security.
[HEADING-H2] How much money will I receive from the Basic Retirement Sum (BRS) in 2025?
[HEADING-H2] What are the key things you need to know about the Basic Retirement Sum (BRS)?
[PARAGRAPH] In the case of joint ownership of a property, the amount that can be pledged is limited to the individual’s share of the house.
[PARAGRAPH] The purpose of pledging the property is to ensure that the value of the assets contributes towards meeting the FRS requirement. Therefore, for 2025, the individual’s portion of the pledged property must have a minimum value of S$106,500, in line with the updated CPF Full Retirement Sum requirements.
[PARAGRAPH] The information provided was accurate at the time of publication. For the latest changes and updates, you can check the official website."
https://www.99.co/singapore/glossary/downpayment-for-condo/,Downpayment for condo,Downpayment for condo,"[HEADING-H2] What is downpayment for a condo?
[PARAGRAPH] A downpayment for a condo refers to the initial payment made by the buyer when purchasing a condominium. It is typically a percentage of the total purchase price of the property and is paid upfront at the time of closing the deal.
[PARAGRAPH] In general, the downpayment for a condo in Singapore is typically between 5% to 25% of the purchase price of the property. For example, if a condo costs S$500,000, a 10% down payment would be S$50,000.
[HEADING-H2] What is the due date of the down payment?
[PARAGRAPH] The down payment is typically due upon signing the Option to Purchase (OTP) or Sales and Purchase Agreement (SPA) for the condo. The timing may vary depending on the terms negotiated between the buyer and the seller or developer.
[HEADING-H2] How to calculate a condo downpayment in Singapore?
[HEADING-H2] What is the typical downpayment amount for a condo in Singapore?
[PARAGRAPH] Generally, if you choose a 75% bank loan, the down payment will be 25%. Of this, 5% must be paid in cash, while the remaining 20% can be paid using cash or CPF funds.
[HEADING-H2] Can I use my CPF to pay for a condo downpayment?
[PARAGRAPH] You can use your CPF Ordinary Account money to pay for your condo. This includes the stamp duty, deposit, and monthly mortgage payments. Some law firms may allow you to pay legal bills with your CPF money.
[HEADING-H2] What factors affect the downpayment amount?
[PARAGRAPH] There are several important factors to consider when determining a downpayment for condos.
[PARAGRAPH] Firstly, you need to consider the Loan-to-Value (LTV) limit, which determines the maximum amount a bank can lend you when you apply for a loan.
[PARAGRAPH] Here are the current LTV limits and minimum payment in cash for your condo in relation to the number of outstanding property loans you have:
[PARAGRAPH] Secondly, you can use your Central Provident Fund (CPF) account to pay for your home purchase, but there are limits to the amount you can use.
[PARAGRAPH] Thirdly, you must pay stamp duty in cash before depositing the condo. However, you can get a refund using your CPF account. The stamp duty amount depends on various factors, such as the purchase price of the property, the number of properties you own, and your citizenship status.
[HEADING-H2] What are the stamp duty amounts for condos in Singapore?
[PARAGRAPH] Here are the current Buyer’s Stamp Duty numbers as of February 2024:
[PARAGRAPH] Similarly, here are the current Additional Buyer’s Stamp Duty amounts as of April 2023:
[HEADING-H2] Are there any penalties for late payment of the downpayment?
[PARAGRAPH] Yes, there may be penalties for late payment of the downpayment, as outlined in the terms and conditions of the OTP or SPA. Penalties could include additional charges or even the risk of the sale being terminated if payment deadlines are not met. It’s important to comply with the agreed-upon payment schedule to avoid any penalties or complications.
[HEADING-H2] Additional reading"
https://www.99.co/singapore/glossary/prime-location-public-housing-plh-model/,PLH (Prime Location Public Housing) model,PLH (Prime Location Public Housing) model,"[HEADING-H2] What is the Prime Location Public Housing (HDB PLH) model?
[PARAGRAPH] The PLH model, a public housing initiative, was introduced to ensure that HDB flats in prime and central locations, including the city centre and the Greater Southern Waterfront, remain affordable and accessible to all Singaporeans.
[PARAGRAPH] To address this issue, the government implemented the PLH model to discourage speculative behaviour. By extending the MOP to 10 years, the aim was to dissuade individuals motivated solely by financial gain from purchasing these flats.
[PARAGRAPH] Instead, the focus shifted towards cultivating a culture where buyers are genuinely committed to long-term residency and stability.
[PARAGRAPH] This model was developed through a comprehensive process of consultations involving the public, experts, and industry stakeholders.
[HEADING-H2] What are the eligibility requirements for the Prime Location Public Housing (PLH) model?
[HEADING-H2] Can I rent out my Prime Location Public Housing (PLH) flat?
[PARAGRAPH] Unlike typical BTO flats, where the entire unit can be rented out after the 5-year MOP, PLH model projects restrict renting out the whole flat even after the extended 10-year MOP. However, renting out individual rooms within the flat is still allowed.
[PARAGRAPH] If you plan to wait for the 10-year MOP to expire and rent out the entire flat, expecting a favourable rental yield, we regret to inform you that this option is unavailable under the PLH model.
[PARAGRAPH] Here is the comparison between HDB BTO and PLH flats:
[LIST-ITEM] Resale of flat: Permitted after 5-year MOP for BTO, 10-year MOP for PLH flats.
[LIST-ITEM] Buying another private property: Permitted after 5-year MOP for both BTO and 10-year MOP for PLH flats.
[LIST-ITEM] Renting out the whole flat: Permitted after 5-year MOP for BTO flats only; not allowed for PLH flats.
[LIST-ITEM] Renting out rooms: Permitted for both BTO and PLH flats.
[PARAGRAPH] The information provided was accurate at the time of publication. For the latest changes and updates, you can check the official websites."
https://www.99.co/singapore/glossary/form-6a-application-for-new-certificates-of-title/,Form 6A,Form 6A,"[HEADING-H2] What is form 6A – application for new Certificates of Title?
[PARAGRAPH] New Certificates of Title are issued in cases of land subdivision or amalgamation, simplifying the transfer of legal titles for landed properties. These certificates provide clear and reliable evidence of ownership, facilitating the transfer of properties and protecting the rights of landowners.
[PARAGRAPH] As such, New Certificates of Title help prevent disputes and confusion by establishing a legal framework that defines property boundaries and ownership rights. They provide security and confidence to both buyers and sellers, as well as other stakeholders involved in land-related transactions, contributing to a transparent and efficient land registration system.
[HEADING-H2] When should you apply for new Certificates of Title (form 6A)?
[LIST-ITEM] In the event of land subdivision, such as a developer dividing their land into four plots for terrace house development.
[LIST-ITEM] In the case of land amalgamation, like when owners of two semi-detached houses merge their lands to construct a bungalow.
[LIST-ITEM] When land is jointly owned by tenants in common, allowing individuals with shared ownership to apply for Certificates of Title for their respective portions.
[PARAGRAPH] How to apply for new Certificates of Title (form 6A)?"
https://www.99.co/singapore/glossary/parking-offence-appeal/,Parking offence appeal,Parking offence appeal,"[PARAGRAPH] Maintaining road order and safety in Singapore requires strict enforcement of parking regulations. You can appeal a parking ticket if you think it was issued incorrectly or because of special circumstances. This article explains how to appeal decisions made by different agencies, the reasons for appeals, and the advice on how to create a strong appeal.
[HEADING-H2] Understanding the issuing authorities
[PARAGRAPH] Parking offences in Singapore are managed by several agencies, each overseeing specific areas:
[LIST-ITEM] Housing & Development Board (HDB): Manages parking in HDB estates.
[LIST-ITEM] Urban Redevelopment Authority (URA): Oversees public parking in urban areas.
[LIST-ITEM] Land Transport Authority (LTA): Handles parking offences on public roads.
[LIST-ITEM] Singapore Police Force (SPF): Enforces certain parking regulations, particularly those related to traffic safety.
[HEADING-H2] Appeal processes by agency
[LIST-ITEM] To appeal an HDB parking offence notice:
Online submission: Use the HDB e-Service to submit your appeal. You’ll need the notice number and your details.
Required information: Provide the offence notice number, vehicle number, and a detailed explanation of your appeal, including any supporting documents.
[LIST-ITEM] Online submission: Use the HDB e-Service to submit your appeal. You’ll need the notice number and your details.
[LIST-ITEM] Required information: Provide the offence notice number, vehicle number, and a detailed explanation of your appeal, including any supporting documents.
[LIST-ITEM] For URA parking fines:
Online appeal: Access the URA e-Appeal portal to submit your appeal.
Details needed: Include the notice number, vehicle number, and a clear explanation of your appeal, supported by relevant documents.
[LIST-ITEM] Online appeal: Access the URA e-Appeal portal to submit your appeal.
[LIST-ITEM] Details needed: Include the notice number, vehicle number, and a clear explanation of your appeal, supported by relevant documents.
[LIST-ITEM] To appeal an LTA-issued parking offence:
Online submission: Visit the LTA e-Service to submit your appeal.
Information required: Provide the notice number, vehicle number, and a detailed explanation with supporting evidence.
[LIST-ITEM] Online submission: Visit the LTA e-Service to submit your appeal.
[LIST-ITEM] Information required: Provide the notice number, vehicle number, and a detailed explanation with supporting evidence.
[LIST-ITEM] For parking offences under SPF jurisdiction:
Online appeal: Use the SPF Traffic e-Appeals portal to submit your appeal.
Necessary details: Include the notice number, vehicle number, and a comprehensive explanation with any supporting documents.
[LIST-ITEM] Online appeal: Use the SPF Traffic e-Appeals portal to submit your appeal.
[LIST-ITEM] Necessary details: Include the notice number, vehicle number, and a comprehensive explanation with any supporting documents.
[HEADING-H2] Grounds for appeal
[PARAGRAPH] While each case is unique, common valid grounds for appeal include:
[LIST-ITEM] Medical emergencies: Unexpected medical situations requiring immediate attention.
[LIST-ITEM] Vehicle breakdowns: Mechanical failures that caused stopping or parking in restricted areas.
[LIST-ITEM] Incorrect issuance: If the offence notice was issued in error, such as incorrect vehicle details or location.
[PARAGRAPH] It’s important to note that appeals based on forgetfulness, short durations of illegal parking, or ignorance of parking regulations are typically not accepted.
[HEADING-H2] Tips for a successful appeal
[LIST-ITEM] Be honest and concise: Clearly state the facts without embellishment.
[LIST-ITEM] Provide supporting evidence: Attach relevant documents, such as medical certificates, repair invoices, or photographs.
[LIST-ITEM] Acknowledge the offence: If you were at fault, admit it and explain the mitigating circumstances.
[LIST-ITEM] Submit promptly: File your appeal within the stipulated time frame mentioned on the offence notice.
[HEADING-H3] Conclusion
[PARAGRAPH] In Singapore, challenging a parking ticket involves a specific process, requiring you to present your case clearly and provide legitimate reasons. Knowing how each agency works and making strong, honest appeals can improve your chances of getting a positive outcome. To prevent parking violations and potential fines, always follow parking regulations. However, if you receive a parking ticket, you may appeal it under certain circumstances."
https://www.99.co/singapore/glossary/enhanced-retirement-sum-ers/,Enhanced Retirement Sum (ERS),Enhanced Retirement Sum (ERS),"[HEADING-H2] What is the Enhanced Retirement Sum (ERS)?
[PARAGRAPH] Upon reaching age 55, Singaporean and Permanent Resident (PR) CPF members will have a Retirement Account (RA) established for them.
[PARAGRAPH] The funds from their Ordinary Account (OA) and Special Account (SA) will be used to finance the RA, up to the Full Retirement Sum (FRS) limit. The balance in the RA will continue to accrue interest until it is transferred into the CPF Life Scheme at the age of 65.
[PARAGRAPH] The savings in the RA play an essential role in determining the monthly CPF Life payment and overall CPF balances.
[PARAGRAPH] CPF has established three target amounts, namely the Basic Retirement Sum (BRS), Full Retirement Sum (FRS), and Enhanced Retirement Sum (ERS), to ensure that Singaporeans are saving sufficiently for their retirement.
[HEADING-H2] How does the Enhanced Retirement Sum (ERS) work?
[PARAGRAPH] The ERS is a little bit different from the BRS and FRS as it represents the upper limit for topping up your RA and determines the maximum CPF Life payouts you can receive. Upon reaching age 55, you become eligible to contribute funds to your RA up to the ERS, provided that you meet its threshold.
[PARAGRAPH] In 2023, the ERS threshold is set at S$298,200, reflecting the target amount for a secure and comfortable retirement.
[PARAGRAPH] According to CPF, the ERS is set at three times the BRS, resulting in significantly higher CPF Life payouts. For individuals with surplus funds intended for retirement, it can be advantageous to allocate these funds toward meeting the ERS in their RA.
[HEADING-H2] Basic Retirement Sum (BRS) vs Full Retirement Sum (FRS) vs Enhanced Retirement Sum (ERS) – Which is the best fit for you?
[PARAGRAPH] Achieving the FRS guarantees a reliable monthly income through CPF Life payouts, ensuring a comfortable standard of living during retirement. On the other side, meeting the BRS may require exploring options like downsizing one’s property to adequately fund retirement expenses.
[PARAGRAPH] For those who desire a higher level of financial security and wish to enjoy a more luxurious retirement, aiming for the ERS is recommended.
[PARAGRAPH] The information provided was accurate at the time of publication. For the newest changes and updates, head over to the official website."
https://www.99.co/singapore/glossary/tenancy-agreement-singapore/,Tenancy Agreement Singapore,Tenancy Agreement Singapore,"[HEADING-H2] What is a Tenancy Agreement in Singapore?
[PARAGRAPH] The Rental Tenancy Agreement is a contract that outlines the terms and conditions of a rental property, including clauses that protect the interests of both landlords and tenants. It covers key aspects of the tenancy, such as monthly rent, maintenance and repairs, and privacy.
[PARAGRAPH] In case of disputes or disagreements, the Tenancy Agreement serves as a point of reference for both parties.
[HEADING-H2] What should be included in a Tenancy Agreement in Singapore?
[PARAGRAPH] The agreement should clearly state the property being rented and the duration of the tenancy. It should also specify the payment of rent and utilities, including any additional charges, subscriptions, or license fees.
[PARAGRAPH] The tenant may be required to provide a security deposit, which may be forfeited if the property is damaged or the tenant violates the terms of the agreement. The agreement should also outline the permitted use of the premises and require appropriate upkeep of the property.
[PARAGRAPH] The tenant’s covenants, such as paying rent and keeping the property in good repair, should also be included, along with the landlord’s covenants, such as providing a habitable dwelling and ensuring quiet enjoyment of the property.
[PARAGRAPH] Termination of the lease, suspension of rent, notices, anticipatory breach, and stamp fees are important clauses that should also be included in the agreement.
[HEADING-H2] What is the process of the payment and signing of the Tenancy Agreement in Singapore?
[PARAGRAPH] To secure a rental property, tenants typically need to pay a deposit equal to one month’s rent for a one-year lease or two month’s rent for a two-year lease, along with the first month’s rent. It’s advisable not to pay more than one month’s rent as a deposit.
[PARAGRAPH] A third-party witness, such as an agent, should witness the signing of the tenancy agreement.
[PARAGRAPH] Both parties should agree on a fixed payment method, such as GIRO or internet banking, to ensure proper documentation of all financial transactions. It is also recommended to avoid making cash payments for the deposit or rent unless necessary. Instead, cheques should be used as proof of payment.
[HEADING-H2] Where do I get a Tenancy Agreement in Singapore?
[PARAGRAPH] While some clauses may require customisation, most are ready for use."
https://www.99.co/singapore/glossary/sg-arrival-card/,SG Arrival Card,SG Arrival Card,"[HEADING-H2] What is an SG Arrival Card?
[PARAGRAPH] The SG Arrival Card (SGAC), also known as the white card or paper disembarkation/embarkation (DE) card, is the electronic equivalent of the paper form foreign visitors use to fill out upon arrival in Singapore for immigration clearance.
[PARAGRAPH] On March 27, 2020, the Immigration & Checkpoints Authority (ICA) discontinued using the paper DE card, requiring all travellers to provide their arrival information through an “SG Arrival Card” e-Service instead.
[PARAGRAPH] Every traveller must complete the SGAC declaration within a maximum of 3 days before their arrival. This ensures smooth immigration clearance without unnecessary delays.
[PARAGRAPH] The only exception to this rule is for Singapore Citizens, Permanent Residents, and Long-Term Pass Holders who enter Singapore through land checkpoints, as they are not required to fill in the SGAC declaration.
[HEADING-H2] How to submit an SG Arrival Card?
[PARAGRAPH] Use the official channels to submit your SG Arrival Card.
[PARAGRAPH] You can do this through the official ICA website or the “MyICA” mobile application, which is available for free download from the App Store (iOS) or Google Play (Android).
[PARAGRAPH] The submission of the SG Arrival Card through the official e-Service is free of charge.
[PARAGRAPH] Be cautious of phishing sites if you submit the card through unofficial platforms. The ICA does not endorse or support any commercial entities that offer paid assistance for submitting the SG Arrival Card.
[HEADING-H2] What is an electronic health declaration?
[PARAGRAPH] As a result of the COVID-19 pandemic, Singapore has implemented a mandatory health declaration, which will be obtained along with the arrival card. The health declaration should be included in the SGAC e-submission.
[HEADING-H2] Who is required to complete the electronic health declaration?
[PARAGRAPH] All individuals entering Singapore, including Residents (Singapore citizens, Permanent Residents, Long-Term Pass holders, travellers enrolled in the Frequent Traveler Program, and foreign visitors) must submit a health declaration as part of the SGAC submission.
[PARAGRAPH] Long-Term Pass holders encompass individuals holding a Student’s Pass, Dependant’s Pass, Long-Term Visit Pass, or Work Pass.
[PARAGRAPH] This requirement does not apply to those who are transiting or transferring through Singapore without undergoing immigration clearance or Residents entering via Land Checkpoints.
[HEADING-H2] Is the SG Arrival Card the same as a visa?
[PARAGRAPH] The SG Arrival Card should not be treated as a visa. It does not authorise to enter Singapore or guarantee entry into the country.
[PARAGRAPH] Even if an individual has obtained an SG Arrival Card, they must still comply with any applicable visa requirements before entering Singapore.
[PARAGRAPH] The information provided was accurate at the time of publication. For the latest changes and updates, head over to the official websites."
https://www.99.co/singapore/glossary/property-insurance/,Property insurance,Property insurance,"[HEADING-H2] Don’t get burned: Why property insurance is a must-have for every homeowner
[PARAGRAPH] As a homeowner, securing property insurance is one of the most crucial steps you can take. It may seem like an added expense at first, but the long-term benefits and protections it offers are invaluable. Let’s delve into why property insurance is essential for every homeowner.
[HEADING-H3] Protect your investment
[PARAGRAPH] Your home is likely the largest investment you’ll ever make. The time, money, and effort you’ve invested in acquiring your home can be jeopardised by unforeseen events. Fires, storms, floods, and theft can cause significant damage or total loss. Property insurance offers peace of mind, safeguarding your financial investment against these unpredictable calamities.
[HEADING-H3] Avoid massive out-of-pocket expenses
[PARAGRAPH] Damage to your property can lead to enormous repair costs. Simple repairs for water damage or replacing personal belongings can quickly amount to thousands of dollars. Without insurance, these expenses come out of your pocket. Property insurance covers the majority of these costs, preventing the need to drain your savings or incur debt.
[HEADING-H2] Get replacement cost coverage
[PARAGRAPH] Your policy must include replacement cost coverage. This coverage pays for rebuilding your home with similar quality materials if it’s destroyed. The land may retain some value, but the cost of rebuilding can be staggering. Replacement cost coverage ensures you can rebuild without suffering a major financial loss.
[HEADING-H3] Protect yourself from liability
[PARAGRAPH] Home insurance isn’t just about protecting your property; it’s also about protecting yourself. Liability coverage is crucial if someone gets injured on your property and decides to sue. This can include slip and fall incidents or injuries caused by defects in your home. Liability coverage provides a buffer against legal fees and damages, protecting your financial well-being.
[HEADING-H3] Safeguard yourself against disasters
[PARAGRAPH] Disasters like fires, storms, and floods might seem distant until they happen to you. Being unprepared for such events can lead to total loss. Property insurance is your primary defence against these disasters. Ensure your coverage limits are adequate to protect your home’s value.
[PARAGRAPH] Property insurance provides essential financial security for homeowners. It’s a protective measure that shouldn’t be overlooked or delayed. By securing a comprehensive insurance policy, you protect your home, belongings, and financial stability. Don’t wait until disaster strikes – get insured now to avoid the potentially devastating consequences of being unprotected."
https://www.99.co/singapore/glossary/building-and-construction-authority-bca/,Building and Construction Authority (BCA),Building and Construction Authority (BCA),"[PARAGRAPH] What is the Building and Construction Authority (BCA)?
[PARAGRAPH] The Building and Construction Authority (BCA) is a government agency under Singapore’s Ministry of National Development. It was established in 1999 through the merger of the Construction Industry Development Board (CIDB) and the Building Control Division of the Public Works Department (PWD).
[PARAGRAPH] The BCA’s primary role is to foster the growth and regulation of Singapore’s building and construction industry.
[PARAGRAPH] What does the Building and Construction Authority (BCA) do?
[PARAGRAPH] The BCA plays a pivotal role in the built environment sector by leading and driving its transformation. As such, the BCA focuses on several key areas to fulfil this mission:
[PARAGRAPH] The BCA is committed to developing a highly competent professional workforce in the industry.
[PARAGRAPH] Through initiatives like the BCA Academy, which offers tailored training courses for construction personnel at different levels, the BCA ensures that the sector’s talent is equipped with the necessary skills and knowledge.
[PARAGRAPH] The BCA oversees and regulates Singapore’s building industry to ensure that buildings are designed, constructed, and maintained to meet high safety standards. This includes buildings and areas such as excavation works, amusement rides, lifts, escalators, exterior features, and outdoor advertisement signs.
[PARAGRAPH] The BCA is a strong advocate for sustainability in the built environment. It has gained international recognition through initiatives like the BCA Green Mark scheme, which promotes green buildings, reduces carbon footprint, and conserves resources.
[PARAGRAPH] The BCA also encourages research and development of innovative green building solutions and offers incentives through programmes like the Super Low Energy (SLE) Programme.
[PARAGRAPH] The BCA works closely with industry stakeholders to promote sustainable construction practices. By adopting environmentally friendly approaches, the industry can minimise the environmental impact of construction activities and contribute to a more sustainable built environment.
[PARAGRAPH] The BCA strives to create an inclusive society by improving accessibility for people of all abilities. It establishes guidelines such as the Code on Accessibility in the Built Environment and advocates for Universal Design, ensuring that buildings, products, and environments are accessible to everyone.
[PARAGRAPH] The BCA also recognises and supports building owners who incorporate Universal Design principles through initiatives like the Universal Design Mark Award and the Accessibility Fund.
[PARAGRAPH] The information provided was accurate at the time of publication. For the latest changes and updates, head over to the official websites."
https://www.99.co/singapore/glossary/hdb-maisonettes/,HDB Maisonettes,HDB Maisonettes,"[PARAGRAPH] What are HDB Maisonettes?
[PARAGRAPH] HDB Maisonettes, or Executive Maisonettes (EMs), are multi-storey HDB homes that provide ample living space with a minimum of 3 bedrooms and 2 bathrooms and the option of a third bathroom.
[PARAGRAPH] The lower floor of these maisonettes is typically designed for communal activities, encompassing the dining room, living room, kitchen, and balcony, as well as a convenient third bathroom and utility area. Some layouts may even feature a study or small bedroom on this level. Moving upstairs, the second floor is dedicated to the Master bedroom, complete with an attached bathroom, along with 2 additional bedrooms and a shared bathroom.
[PARAGRAPH] In essence, HDB Maisonettes offer residents the advantage of spaciousness and versatility, accommodating the various needs of a modern household across two well-defined levels.
[PARAGRAPH] How big are HDB Maisonettes?
[PARAGRAPH] HDB Maisonettes offer ample space, with an average size of around 1,540 sqft. This is approximately 1.5 to 2 times larger than your average HDB flats.
[PARAGRAPH] It’s worth noting that there are listings for larger HDB Maisonettes that exceed 2,300 sqft, as well as smaller ones available with sizes just under 1,500 sqft.
[PARAGRAPH] Where are HDB Maisonettes located?
[PARAGRAPH] Maisonettes are available in various locations across the island, including listings in Clementi, Geylang, Hougang, Ang Mo Kio, Jurong, Kallang/Whampoa, Pasir Ris, Queenstown, Bedok, Bishan, Bukit Panjang, Bukit Timah, Chua Chu Kang, Tampines, Toa Payoh, Woodlands, Sembawang, Serangoon, and Yishun.
[PARAGRAPH] As previously mentioned, Maisonettes have not been constructed since 1995, making these homes approximately three decades old. As a result, they are typically found in well-established neighbourhoods known as mature estates, renowned for their long-standing reputation and established community."
